model,ens,exp,postprocess,table,varn,period,mean
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.53
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.52
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.94
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.83
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.93
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,4.78
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.80
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.42
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.98
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.92
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.20
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.50
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.32
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.82
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,3.89
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2071-2080,2.92
ACCESS1-0,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.63
ACCESS1-3,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.42
BNU-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.43
CCSM4,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.61
CESM1-BGC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.46
CESM1-CAM5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.66
CMCC-CESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.21
CMCC-CMS,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.81
CMCC-CM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.79
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.15
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.54
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.33
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.40
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.66
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2081-2090,6.23
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.32
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.84
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.79
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.20
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.13
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.55
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,5.27
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.27
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.83
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.51
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.40
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.67
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.92
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.76
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.29
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,4.35
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2081-2090,3.22
ACCESS1-0,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.96
ACCESS1-3,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.68
BNU-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.64
CCSM4,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.82
CESM1-BGC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.68
CESM1-CAM5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.89
CMCC-CESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.47
CMCC-CMS,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.09
CMCC-CM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.12
CNRM-CM5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.41
CSIRO-Mk3-6-0,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.89
CanESM2,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.57
EC-EARTH,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.65
FGOALS-g2,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.91
FGOALS-s2,r3i1p1,rcp85,global_mean,Amon,tas,2091-2100,6.62
FIO-ESM,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.62
GISS-E2-H-CC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.00
GISS-E2-H,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.91
GISS-E2-R-CC,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.33
GISS-E2-R,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.27
IPSL-CM5A-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.87
IPSL-CM5A-MR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,5.56
IPSL-CM5B-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.53
MIROC5,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.03
MPI-ESM-LR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.74
MPI-ESM-MR,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.70
MRI-CGCM3,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.92
NorESM1-ME,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.14
NorESM1-M,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.00
bcc-csm1-1-m,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.53
bcc-csm1-1,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,4.59
inmcm4,r1i1p1,rcp85,global_mean,Amon,tas,2091-2100,3.40
